ID,Brand,Model,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Count,Engine,Power,Seats,Mileage
1961,Maruti,Vitara Brezza ZDi,2016,41372,Diesel,Manual,1,1248,88.5,5,24.3
1962,Toyota,Innova 2.5 VX (Diesel) 7 Seater,2015,70000,Diesel,Manual,1,2494,100.6,7,12.99
1963,Mercedes-Benz,GLA Class 200 d Sport,2017,35000,Diesel,Automatic,1,2143,136,5,17.9
1964,Maruti,Alto LXi BSIII,2006,71993,Petrol,Manual,1,796,46.3,5,19.7
1965,Mercedes-Benz,New C-Class C 220 CDI Elegance AT,2013,62000,Diesel,Automatic,2,2143,170,5,14.84
1966,Maruti,Swift LDI,2015,51000,Diesel,Manual,1,1248,74,5,22.9
1967,Hyundai,Grand i10 Sportz,2016,26038,Petrol,Manual,1,1197,82,5,18.9
1968,Toyota,Fortuner 4x4 AT,2018,37713,Diesel,Automatic,2,2982,168.5,7,12.55
1969,Toyota,Innova 2.0 GX 8 STR,2011,78088,Petrol,Manual,1,1998,132,8,12.4
1970,Ford,EcoSport 1.5 TDCi Titanium,2017,30453,Diesel,Manual,1,1498,98.59,5,22.77
1971,Ford,Figo 1.2P Titanium MT,2016,54000,Petrol,Manual,1,1196,86.8,5,18.16
1972,Toyota,Fortuner 3.0 Diesel,2011,190000,Diesel,Manual,1,2982,171,7,11.5
1973,Maruti,Swift Dzire VXI,2012,65097,Petrol,Manual,1,1197,85.8,5,19.1
1974,BMW,7 Series 740Li,2018,28060,Petrol,Automatic,1,2979,320,5,12.05
1975,Skoda,Superb 1.8 TSI MT,2012,282000,Petrol,Manual,1,1798,160,5,13.14
1976,Maruti,Wagon R LXI Minor,2009,111000,Petrol,Manual,2,1061,67,5,18.9
1977,Renault,Duster 110PS Diesel RxZ,2013,63295,Diesel,Manual,1,1461,108.45,5,19.01
1978,Maruti,Ciaz VXi Plus,2015,35770,Petrol,Manual,1,1373,91.1,5,20.73
1979,Hyundai,Elantra CRDi SX,2012,125928,Diesel,Manual,1,1582,126.24,5,22.7
1980,Skoda,Rapid 1.5 TDI AT Elegance,2015,45000,Diesel,Automatic,1,1498,103.52,5,21.66
1981,Mercedes-Benz,New C-Class C 220 CDI Elegance AT,2013,21000,Diesel,Automatic,1,2143,170,5,14.84
1982,Honda,Accord 2.4 A/T,2011,54774,Petrol,Automatic,1,2354,177.6,5,11.7
1983,Maruti,Celerio VXI,2014,41123,Petrol,Manual,1,998,67.04,5,23.1
1984,BMW,7 Series 740Li,2017,17465,Petrol,Automatic,1,2979,320,5,12.05
1985,BMW,3 Series 320d Sport,2014,48000,Diesel,Automatic,1,1995,190,5,22.69
1986,Volkswagen,Vento Diesel Trendline,2011,173000,Diesel,Manual,1,1598,103.6,5,20.54
1987,Maruti,Swift Dzire Tour LDI,2018,12000,Diesel,Manual,1,1248,74,5,23.4
1988,Land Rover,Freelander 2 SE,2012,34000,Diesel,Automatic,1,2179,147.51,5,12.39
1989,Hyundai,i20 1.4 CRDi Magna,2012,71360,Diesel,Manual,1,1396,90,5,21.9
1990,Maruti,Dzire VDI,2012,74000,Diesel,Manual,2,1248,73.75,5,28.4
1991,Jeep,Compass 2.0 Longitude,2018,28937,Diesel,Manual,1,1956,170,5,17.1
1992,Maruti,Ertiga VDI,2012,82085,Diesel,Manual,1,1248,88.76,7,20.77
1993,Ford,Figo Petrol ZXI,2011,68465,Petrol,Manual,1,1196,70,5,15.6
1994,Toyota,Corolla Altis 1.4 DG,2013,63854,Diesel,Manual,1,1364,86.79,5,21.43
1995,Maruti,Vitara Brezza ZDi Plus AMT Dual Tone,2018,3000,Diesel,Automatic,1,1248,88.5,5,24.3
1996,Honda,City 1.5 S MT,2009,65055,Petrol,Manual,1,1497,118,5,17
1997,Mahindra,Scorpio S10 4WD,2015,120000,Diesel,Manual,1,2179,120,7,15.4
1998,Hyundai,Xcent 1.2 VTVT SX,2014,64241,Petrol,Manual,1,1197,81.86,5,20.14
1999,Mercedes-Benz,E-Class 220 CDI,2001,121000,Diesel,Manual,1,2148,,5,15
2000,Mahindra,Renault Logan 1.4 GLX Petrol,2008,2200,Petrol,Manual,1,1390,75,5,15.7
2001,Skoda,Octavia 1.9 TDI,2008,88123,Diesel,Manual,1,1896,66,5,18.7
2002,Mercedes-Benz,GL-Class 2007 2012 350 CDI Luxury,2014,79000,Diesel,Automatic,1,2987,224,7,12
2003,BMW,X1 sDrive 20d xLine,2016,28143,Diesel,Automatic,1,1995,190,5,20.68
2004,Volkswagen,Vento 2013-2015 1.6 Comfortline,2015,23001,Petrol,Manual,1,1598,103.2,5,15.04
2005,Audi,A4 2.0 TDI,2013,82002,Diesel,Automatic,2,1968,147.51,5,16.55
2006,Ford,Ikon 1.4 TDCi DuraTorq,2009,75000,Diesel,Manual,1,1399,68,5,13.8
2007,Hyundai,Verna 1.6 CRDi EX MT,2016,37451,Diesel,Manual,1,1582,126.3,5,22.32
2008,Toyota,Innova Crysta 2.4 VX MT,2017,67000,Diesel,Manual,1,2393,147.8,7,13.68
2009,Hyundai,Grand i10 Asta Option,2016,25000,Petrol,Manual,1,1197,82,5,18.9
2010,Volkswagen,Ameo 1.2 MPI Comfortline,2017,12000,Petrol,Manual,1,1198,73.75,5,17
2011,Renault,KWID RXT,2017,25000,Petrol,Manual,1,799,53.3,5,25.17
2012,Honda,City 1.5 S MT,2011,95936,Petrol,Manual,1,1497,118,5,17
2013,Hyundai,Grand i10 1.2 Kappa Magna AT,2018,5354,Petrol,Automatic,1,1197,81.86,5,18.9
2014,Volkswagen,Polo 1.0 MPI Comfortline,2016,42000,Petrol,Manual,2,999,75,5,18.78
2015,Maruti,Swift VDI BSIV,2014,44282,Diesel,Manual,1,1248,74,5,25.2
2016,Nissan,Sunny 2011-2014 Diesel XV,2012,70000,Diesel,Manual,1,1461,84.8,5,21.64
2017,Jaguar,XF 2.2 Litre Luxury,2013,31400,Diesel,Automatic,1,2179,187.7,5,16.36
2018,Maruti,Ciaz ZDi SHVS,2016,50000,Diesel,Manual,1,1248,88.5,5,28.09
2019,Audi,Q5 2008-2012 2.0 TDI,2011,53000,Diesel,Automatic,1,1968,167.6,5,12.8
2020,Ford,Figo Petrol ZXI,2014,21727,Petrol,Manual,1,1196,70.02,5,15.6
2021,Hyundai,Santa Fe 4x4 AT,2012,43000,Diesel,Automatic,2,2199,194.3,7,11.72
2022,Mahindra,Scorpio VLX 2WD AIRBAG BSIV,2013,75000,Diesel,Manual,1,2179,120,8,12.05
2023,Renault,Duster 110PS Diesel RxL,2014,73557,Diesel,Manual,1,1461,108.45,5,19.6
2024,Audi,A4 New 2.0 TDI Multitronic,2012,44555,Diesel,Automatic,1,1968,140.8,5,15.2
2025,Maruti,Eeco 7 Seater Standard,2013,54885,Petrol,Manual,1,1196,73,7,15.1
2026,Mahindra,Xylo E4,2011,76000,Diesel,Manual,2,2498,112,7,14
2027,Maruti,Wagon R LXI,2006,101000,Petrol,Manual,2,998,67.1,5,18.9
2028,Maruti,Wagon R LXI BSIII,2005,66000,Petrol,Manual,1,1061,64,5,14
2029,Maruti,SX4 ZXI MT BSIV,2013,84360,Petrol,Manual,1,1586,103.3,5,15.5
2030,Toyota,Innova Crysta 2.4 VX MT,2016,25121,Diesel,Manual,1,2393,147.8,7,13.68
2031,Toyota,Innova 2.5 G (Diesel) 7 Seater,2015,100000,Diesel,Manual,2,2494,100.6,7,12.99
2032,Volkswagen,Polo Diesel Trendline 1.2L,2011,66035,Diesel,Manual,1,1199,73.9,5,22.07
2033,Toyota,Etios G,2015,190000,Petrol,Manual,2,1496,88.73,5,16.78
2034,Ford,Ecosport 1.5 DV5 MT Titanium,2014,85670,Diesel,Manual,1,1498,89.84,5,22.7
2035,Hyundai,Grand i10 CRDi Magna,2015,35000,Diesel,Manual,1,1120,70,5,24
2036,Honda,City i VTEC CVT SV,2016,8000,Petrol,Automatic,1,1497,117.3,5,18
2037,Toyota,Innova 2.5 G3,2007,162000,Diesel,Manual,2,2494,102,8,12.8
2038,Hyundai,EON Era Plus,2012,60000,Petrol,Manual,1,814,55.2,5,21.1
2039,Hyundai,i10 Magna 1.2,2010,70600,Petrol,Manual,1,1197,78.9,5,20.36
2040,Mercedes-Benz,E-Class 2009-2013 E 200 CGI Elegance,2011,25000,Petrol,Automatic,2,1796,185,5,12.3
2041,Mahindra,Bolero SLE,2012,75000,Diesel,Manual,1,2523,62.1,7,15.96
2042,Skoda,Laura Ambition 2.0 TDI CR AT,2014,85071,Diesel,Automatic,1,1968,138.1,5,20
2043,Maruti,Swift ZXI,2015,40000,Petrol,Manual,1,1197,81.8,5,20.4
2044,Audi,A4 2.0 TDI,2013,67000,Diesel,Automatic,1,1968,147.51,5,16.55
2045,Ford,Fiesta 1.4 SXi TDCi ABS,2009,55000,Diesel,Manual,2,1399,68,5,17.8
2046,Maruti,SX4 Vxi BSIII,2008,62000,Petrol,Manual,2,1586,104.68,5,15
2047,Hyundai,Grand i10 AT Asta,2017,22526,Petrol,Automatic,1,1197,82,5,18.9
2048,Maruti,Ritz AT,2012,57788,Petrol,Automatic,1,1197,85.8,5,17.16
2049,Mahindra,Scorpio 2.6 CRDe,2013,72000,Diesel,Manual,1,2179,120,8,10.5
2050,Mahindra,Scorpio S4 7 Seater,2014,83128,Diesel,Manual,1,2179,120,7,15.4
2051,Maruti,Alto LXi,2011,75000,Petrol,Manual,1,796,46.3,5,19.7
2052,Renault,Duster 110PS Diesel RxZ,2013,58000,Diesel,Manual,2,1461,108.45,5,19.01
2053,Mahindra,Jeep MM 550 PE,2009,26000,Diesel,Manual,1,2498,,6,0
2054,Maruti,Ignis 1.2 Alpha,2017,1000,Petrol,Manual,1,1197,81.8,5,20.89
2055,Toyota,Innova 2.5 ZX Diesel 7 Seater,2015,59751,Diesel,Manual,1,2494,100.6,7,12.99
2056,BMW,7 Series 730Ld Eminence,2015,29966,Diesel,Automatic,2,2993,261.49,5,16.77
2057,Hyundai,Sonata Embera 2.0L CRDi MT,2009,65000,Diesel,Manual,2,1991,142,5,13.6
2058,Renault,Duster Adventure Edition,2015,75863,Diesel,Manual,1,1461,108.45,5,19.01
2059,Maruti,Wagon R CNG LXI,2013,54000,CNG,Manual,1,998,67.04,5,33.54
2060,Audi,A4 2.0 TDI 177 Bhp Technology Edition,2014,24000,Diesel,Automatic,1,1968,174.33,5,17.11
2061,Jeep,Compass 2.0 Longitude,2018,33218,Diesel,Manual,1,1956,170,5,17.1
2062,Hyundai,Verna 1.4 VTVT,2015,33425,Petrol,Manual,1,1396,105.5,5,17.43
2063,Honda,Amaze VX i-Vtech,2013,47000,Petrol,Manual,1,1198,86.7,5,18
2064,Hyundai,Creta 1.6 CRDi SX Option,2015,41000,Diesel,Manual,1,1582,126.2,5,19.67
2065,Hyundai,i10 Magna 1.1,2011,62000,Petrol,Manual,1,1086,68.05,5,19.81
2066,Mahindra,TUV 300 T8,2016,47035,Diesel,Manual,1,1493,100,7,18.49
2067,Maruti,Swift Dzire VXi,2008,56230,Petrol,Manual,2,1298,85.8,5,17.5
2068,Hyundai,Accent GLE 1,2007,55000,Petrol,Manual,1,1495,94,5,13.2
2069,Mahindra,XUV500 W8 2WD,2014,70669,Diesel,Manual,1,2179,140,7,15.1
2070,Maruti,Alto K10 2010-2014 VXI,2012,69000,Petrol,Manual,1,998,67.1,5,20.92
2071,Chevrolet,Beat LT,2011,65000,Petrol,Manual,2,1199,79.4,5,18.6
2072,Audi,A6 2.7 TDI,2009,30000,Diesel,Automatic,1,2698,179.5,5,12.4
2073,Mini,Cooper 5 DOOR D,2017,2000,Diesel,Automatic,1,1496,113.98,5,20.7
2074,Maruti,Swift 1.3 LXI,2011,24255,Petrol,Manual,1,,,,16.1
2075,Tata,Zest Revotron 1.2T XMS,2015,40000,Petrol,Manual,1,1193,88.7,5,17.57
2076,Honda,City i DTEC SV,2014,40000,Diesel,Manual,1,1498,98.6,5,26
2077,Chevrolet,Beat LT,2010,26000,Petrol,Manual,1,1199,79.4,5,18.6
2078,Audi,A4 2.0 TDI Multitronic,2011,105000,Diesel,Automatic,2,1968,140,5,16.55
2079,Ford,Aspire Titanium Plus Diesel,2015,2800,Diesel,Manual,1,1498,99,5,26.1
2080,Hyundai,Verna SX CRDi AT,2014,71000,Diesel,Automatic,2,1582,126.32,5,19.08
2081,Honda,City i VTEC CVT VX,2015,32896,Petrol,Automatic,1,1497,117.3,5,18
2082,Hyundai,i10 Sportz 1.2,2012,45000,Petrol,Manual,1,1197,78.9,5,20.36
2083,BMW,X3 xDrive20d Expedition,2015,65000,Diesel,Automatic,2,1995,190,5,18.56
2084,Audi,A4 2.0 TDI,2013,45200,Diesel,Automatic,1,1968,147.51,5,16.55
2085,Honda,CR-V 2.4 AT,2008,82167,Petrol,Automatic,1,2354,152,5,10.1
2086,Hyundai,Grand i10 1.2 Kappa Asta,2016,37429,Petrol,Manual,1,1197,81.86,5,18.9
2087,Maruti,Ciaz ZDi Plus SHVS,2016,46000,Diesel,Manual,1,1248,88.5,5,28.09
2088,Honda,City i-VTEC V,2011,67031,Petrol,Manual,1,1497,117.3,5,17.4
2089,BMW,6 Series 640d Coupe,2013,30000,Diesel,Automatic,1,2993,313,4,9.52
2090,Maruti,Celerio VXI AMT,2016,47691,Petrol,Automatic,1,998,67.04,5,23.1
2091,Renault,Koleos 2.0 Diesel,2011,32531,Diesel,Automatic,2,1995,148,5,13.73
2092,Ford,Figo Diesel ZXI,2013,71336,Diesel,Manual,1,1399,68,5,20
2093,Toyota,Innova 2.5 V Diesel 7-seater,2006,196000,Diesel,Manual,1,2494,102,7,12.8
2094,Maruti,Dzire VDI,2015,28193,Diesel,Manual,1,1248,73.75,5,28.4
2095,Mercedes-Benz,SLC 43 AMG,2019,2526,Petrol,Automatic,1,2996,362.07,2,19
2096,Hyundai,Santro LP zipPlus,2004,52146,Petrol,Manual,1,,,,0
2097,Mercedes-Benz,E-Class E 220 d,2013,85000,Diesel,Automatic,1,1950,194,5,16.1
2098,Hyundai,Grand i10 1.2 Kappa Sportz,2015,20780,Petrol,Manual,1,1197,81.86,5,18.9
2099,Honda,Mobilio S i VTEC,2014,43081,Petrol,Manual,1,1497,117.3,7,17.3
2100,Porsche,Cayenne Turbo S,2010,35000,Petrol,Automatic,2,4806,550,5,11.9
2101,Mahindra,Quanto C8,2013,36000,Diesel,Manual,1,1493,100,7,17.21
2102,Toyota,Corolla H5,2007,67000,Petrol,Manual,3,1794,125,5,13.4
2103,Mahindra,KUV 100 mFALCON D75 K4,2016,34079,Diesel,Manual,1,1198,77,6,25.32
2104,BMW,3 Series 2005-2011 325i Sedan,2010,77849,Petrol,Automatic,2,2497,215,5,10.9
2105,Maruti,Alto 800 LXI,2013,86000,Petrol,Manual,1,796,47.3,5,22.74
2106,Audi,Q3 35 TDI Quattro Premium,2015,110000,Diesel,Automatic,1,1968,174.33,5,15.73
2107,Toyota,Etios GD,2015,116000,Diesel,Manual,2,1364,67.05,5,23.59
2108,Mahindra,XUV500 W8 2WD,2016,41840,Diesel,Manual,1,2179,140,7,15.1
2109,Toyota,Fortuner 4x2 MT TRD Sportivo,2015,19317,Diesel,Manual,1,2982,168.7,7,13
2110,Tata,Indigo CS Emax CNG GLX,2014,41000,CNG,Manual,1,1193,55.23,5,24.6
2111,Mercedes-Benz,GLE 250d,2017,25601,Diesel,Automatic,1,2143,201.15,5,17.9
2112,Hyundai,Creta 1.6 CRDi SX,2015,83950,Diesel,Manual,1,1582,126.2,5,19.67
2113,Honda,City 1.5 V AT,2012,60000,Petrol,Automatic,1,1497,118,5,16.8
2114,Audi,A4 35 TDI Premium,2015,50000,Diesel,Automatic,1,1968,174.33,5,17.11
2115,Maruti,Zen VXI,2009,37000,Petrol,Manual,1,993,60,5,17.3
2116,Maruti,Alto LXi,2011,76976,Petrol,Manual,2,796,46.3,5,19.7
2117,Maruti,Baleno Delta Automatic,2018,21684,Petrol,Automatic,1,1197,83.1,5,21.4
2118,Mahindra,XUV500 W10 2WD,2015,62000,Diesel,Manual,1,2179,140,7,16
2119,Ford,Freestyle Titanium Petrol,2007,1261,Petrol,Manual,1,1194,94.68,5,19
2120,Hyundai,Elite i20 Asta Option,2017,59450,Petrol,Manual,1,1197,81.86,5,18.6
2121,Mercedes-Benz,New C-Class C 220d Avantgarde Edition C,2018,24465,Diesel,Automatic,1,2143,167.62,5,19.27
2122,Honda,City i VTEC SV,2014,55000,Petrol,Manual,1,1497,117.3,5,17.8
2123,Ford,EcoSport 1.5 Ti VCT MT Titanium BE,2017,2000,Petrol,Manual,1,1499,110.4,5,18.88
2124,Maruti,Baleno Alpha 1.2,2017,25040,Petrol,Manual,1,1197,83.1,5,21.4
2125,Hyundai,i10 Sportz,2008,84000,Petrol,Manual,1,1197,78.9,5,20.36
2126,Toyota,Innova 2.5 G (Diesel) 8 Seater BS IV,2007,170428,Diesel,Manual,2,2494,102,8,12.8
2127,Maruti,Baleno Delta,2016,12573,Petrol,Manual,1,1197,83.1,5,21.4
2128,Audi,Q7 3.0 TDI Quattro Technology,2012,88000,Diesel,Automatic,1,2967,241.4,7,12.07
2129,Hyundai,Santa Fe 2WD AT,2012,86000,Diesel,Automatic,2,2199,194.3,7,13.01
2130,Hyundai,Santro GLS I - Euro II,2012,51019,Petrol,Manual,1,999,,5,0
2131,Honda,City 1.5 V MT Exclusive,2013,45000,Petrol,Manual,1,1497,118,5,17
2132,Hyundai,i20 1.4 CRDi Magna,2012,51000,Diesel,Manual,1,1396,90,5,21.9
2133,Mahindra,Bolero SLE BSIII,2007,92000,Diesel,Manual,1,2523,63,7,13.6
2134,Toyota,Fortuner 2.8 2WD AT,2017,29000,Diesel,Automatic,1,2755,174.5,7,12.9
2135,BMW,3 Series 2005-2011 325i Sedan,2009,70521,Petrol,Automatic,2,2497,215,5,10.9
2136,BMW,3 Series 320d Sedan,2010,51000,Diesel,Automatic,1,1995,181,5,16.07
2137,Maruti,Wagon R LXI,2012,52618,Petrol,Manual,1,998,67.1,5,18.9
2138,Maruti,Ertiga ZDI,2013,68000,Diesel,Manual,1,1248,88.5,7,25.47
2139,Land Rover,Range Rover Evoque 2.0 TD4 Pure,2016,29022,Diesel,Automatic,2,1999,177,5,15.68
2140,Maruti,Ertiga SHVS VDI,2017,80000,Diesel,Manual,1,1248,88.5,7,24.52
2141,Tata,Indigo CS eVX,2016,78000,Diesel,Manual,2,1396,69.01,5,25
2142,Maruti,Alto K10 LXI,2012,100000,Petrol,Manual,1,998,67.1,5,20.92
2143,Hyundai,EON D Lite Plus,2015,31412,Petrol,Manual,1,814,55.2,5,21.1
2144,Ford,Endeavour 3.0L 4X4 AT,2010,78000,Diesel,Automatic,2,2953,153.86,7,11.4
2145,Ford,Endeavour 2.2 Titanium AT 4X2,2018,14000,Diesel,Automatic,1,2198,158,7,12.62
2146,Volkswagen,Vento Diesel Highline,2011,80000,Diesel,Manual,1,1598,103.6,5,20.54
2147,Maruti,Ciaz AT ZXi,2014,46738,Petrol,Automatic,1,1373,91.1,5,19.12
2148,Hyundai,EON D Lite Plus,2013,54884,Petrol,Manual,2,814,55.2,5,21.1
2149,Audi,Q5 2.0 TDI Premium Plus,2012,74500,Diesel,Automatic,2,1968,174.3,5,14.16
2150,Mahindra,XUV500 W10 AWD,2016,67472,Diesel,Manual,1,2179,140,7,16
2151,Maruti,Swift VDI,2013,84000,Diesel,Manual,1,1248,74,5,28.4
2152,Maruti,Ritz VDi,2011,77400,Diesel,Manual,1,1248,73.9,5,21.1
2153,Mercedes-Benz,New C-Class C 250 CDI Avantgarde,2017,14470,Diesel,Automatic,1,2143,201.15,5,19.71
2154,Renault,Duster 110PS Diesel RxZ,2014,52108,Diesel,Manual,1,1461,108.45,5,19.01
2155,Maruti,Swift Dzire VXI,2013,40000,Petrol,Manual,1,1197,85.8,5,19.1
2156,Toyota,Innova 2.5 VX (Diesel) 7 Seater,2014,105044,Diesel,Manual,1,2494,100.6,7,12.99
2157,Hyundai,Creta 1.6 SX Option,2016,24347,Petrol,Manual,1,1591,121.3,5,15.8
2158,Maruti,SX4 ZDI,2014,58000,Diesel,Manual,1,1248,88.73,5,21.79
2159,Mahindra,XUV500 W8 2WD,2014,49663,Diesel,Manual,1,2179,140,7,15.1
2160,Honda,City i-VTEC CVT VX,2017,17000,Petrol,Automatic,1,1497,117.3,5,18
2161,Jaguar,XF 2.2 Litre Luxury,2016,13418,Diesel,Automatic,1,2179,187.7,5,16.36
2162,Ford,Fiesta 1.4 SXi TDCi ABS,2008,117080,Diesel,Manual,3,1399,68,5,17.8
2163,BMW,5 Series 523i Sedan,2010,74000,Petrol,Automatic,1,2497,150,5,10.8
2164,Maruti,Swift VDI BSIV W ABS,2010,86514,Diesel,Manual,1,1248,,5,17.8
2165,Audi,A6 2011-2015 2.0 TDI Premium Plus,2014,66882,Diesel,Automatic,1,1968,174.33,5,17.68
2166,Honda,Brio 1.2 VX MT,2014,41460,Petrol,Manual,1,1198,86.8,5,18.5
2167,Honda,City 1.5 V AT,2011,57000,Petrol,Automatic,1,1497,118,5,16.8
2168,Volkswagen,Polo Petrol Comfortline 1.2L,2015,34010,Petrol,Manual,3,1198,73.9,5,16.47
2169,Mahindra,Scorpio SLE BSIII,2010,96813,Diesel,Manual,2,2179,120,8,12.05
2170,Honda,City V MT,2011,84000,Petrol,Manual,1,1497,116.3,5,16.8
2171,Skoda,Rapid 1.6 MPI Elegance,2013,50004,Petrol,Manual,1,1598,103.5,5,15
2172,Mahindra,XUV500 W6 2WD,2016,67995,Diesel,Manual,1,2179,140,7,16
2173,Volkswagen,Jetta 2007-2011 2.0 TDI Trendline,2012,55000,Diesel,Manual,1,1896,105,5,15
2174,Maruti,Baleno Alpha Automatic,2017,14900,Petrol,Automatic,1,1197,83.1,5,21.4
2175,Honda,Amaze EX i-Dtech,2013,70961,Diesel,Manual,1,1498,98.6,5,25.8
2176,Volkswagen,Vento 1.6 Highline,2015,40194,Petrol,Manual,1,1598,103.2,5,15.04
2177,Maruti,Alto 800 LXI,2015,96000,Petrol,Manual,1,796,47.3,5,22.74
2178,Land Rover,Discovery HSE Luxury 3.0 TD6,2017,35000,Diesel,Automatic,1,2993,255,7,18
2179,Honda,City i VTEC CVT VX,2015,50000,Petrol,Automatic,1,1497,117.3,5,18
2180,Nissan,Terrano XL 110 PS,2014,50000,Diesel,Manual,1,1461,108.5,5,19.01
2181,Maruti,Alto LXi,2008,26299,Petrol,Manual,1,796,46.3,5,19.7
2182,Toyota,Fortuner 2.8 4WD MT,2015,150386,Diesel,Manual,1,2755,174.5,7,14.24
2183,Hyundai,i20 1.4 CRDi Magna,2012,60000,Diesel,Manual,1,1396,90,5,21.9
2184,Ford,Figo Diesel Titanium,2013,65000,Diesel,Manual,1,1399,68,5,20
2185,Maruti,Vitara Brezza ZDi Plus,2017,80000,Diesel,Manual,1,1248,88.5,5,24.3
2186,Hyundai,Verna 1.6 SX,2012,92000,Diesel,Manual,3,1582,126.32,5,22.32
2187,Hyundai,Tucson 2.0 Dual VTVT 2WD AT GL,2016,13000,Petrol,Automatic,1,1999,152.88,5,12.95
2188,Maruti,Ritz VDi,2013,73278,Diesel,Manual,1,1248,73.9,5,21.1
2189,Audi,A4 2.0 TFSI,2011,38000,Petrol,Automatic,1,1984,132,5,10.8
2190,Mercedes-Benz,E-Class E250 CDI Launch Edition,2016,46936,Diesel,Automatic,1,2143,204,5,13
2191,Renault,Duster 85PS Diesel RxE,2015,55000,Diesel,Manual,1,1461,83.8,5,19.87
2192,Honda,Amaze S AT i-Vtech,2014,19000,Petrol,Automatic,1,1198,86.7,5,15.5
2193,Volvo,S60 D4 SUMMUM,2016,42259,Diesel,Automatic,1,1984,181,5,9
2194,Maruti,Swift Dzire 1.2 Lxi BSIV,2011,14000,Petrol,Manual,2,1197,85.8,5,17.5
2195,Maruti,Wagon R VXI,2016,16956,Petrol,Manual,1,998,67.04,5,22.5
2196,Maruti,Omni MPI STD BSIV,2017,15473,Petrol,Manual,1,796,34.2,5,16.8
2197,Maruti,SX4 VDI,2011,75000,Diesel,Manual,1,1248,88.8,5,21.5
2198,Ford,Fiesta Titanium 1.5 TDCi,2013,96000,Diesel,Manual,2,1498,90,5,23.5
2199,Toyota,Camry Hybrid,2015,25000,Petrol,Automatic,1,2494,158.2,5,19.16
2200,Maruti,Wagon R VXI,2010,38000,Petrol,Manual,2,998,67.04,5,22.5
2201,Mercedes-Benz,E-Class E270 CDI,2005,54000,Diesel,Automatic,1,2987,198.5,5,11
2202,Maruti,Baleno Zeta Automatic,2018,4131,Petrol,Automatic,1,1197,83.1,5,21.4
2203,Honda,Jazz 1.2 VX i VTEC,2016,31700,Petrol,Manual,1,1199,88.7,5,18.7
2204,Mahindra,Scorpio S10 AT 4WD,2017,66988,Diesel,Automatic,1,2179,120,7,15.4
2205,Volkswagen,Polo 1.2 MPI Trendline,2014,54230,Petrol,Manual,1,1198,74,5,16.47
2206,Hyundai,i20 1.2 Era,2015,35000,Petrol,Manual,1,1197,80,5,17
2207,Toyota,Camry W4 (AT),2010,62714,Petrol,Automatic,1,2362,164.7,5,12.1
2208,Maruti,Wagon R VXI,2015,45295,Petrol,Manual,1,998,67.1,5,18.9
2209,BMW,5 Series 2013-2017 520d M Sport,2018,7000,Diesel,Automatic,1,1995,190,5,18.12
2210,Maruti,Alto K10 VXI AGS,2016,57000,Petrol,Automatic,1,998,67.1,5,24.07
2211,Mercedes-Benz,New C-Class 220 CDI AT,2013,40100,Diesel,Automatic,1,2143,170,5,14.84
2212,Maruti,Alto 800 2016-2019 LXI,2013,56000,Petrol,Manual,1,796,47.3,5,24.7
2213,Maruti,Swift VXI,2012,15000,Petrol,Manual,1,1197,85.8,5,18.6
2214,Chevrolet,Sail Hatchback 1.2 LS ABS,2014,14000,Petrol,Manual,1,1199,82.5,5,18.2
2215,Hyundai,i20 Asta 1.4 CRDi (Diesel),2009,68000,Diesel,Manual,2,1396,90,5,23
2216,Skoda,Superb 2.5 TDi AT,2012,83000,Diesel,Automatic,1,2496,163.2,5,11.9
2217,Toyota,Corolla Altis D-4D G,2013,81504,Diesel,Manual,1,1364,87.2,5,21.43
2218,Toyota,Fortuner 4x2 Manual,2015,73500,Diesel,Manual,1,2982,168.5,7,13
2219,Skoda,Rapid 1.6 MPI AT Elegance,2013,52900,Petrol,Automatic,1,1598,103.52,5,14.3
2220,Honda,Brio 1.2 VX AT,2017,20000,Petrol,Automatic,1,1198,86.8,5,16.5
2221,Volkswagen,Polo Petrol Comfortline 1.2L,2011,46000,Petrol,Manual,1,1198,73.9,5,16.47
2222,Volkswagen,Polo Petrol Comfortline 1.2L,2010,65000,Petrol,Manual,1,1198,73.9,5,16.47
2223,Maruti,Zen Estilo LXI BSIII,2007,42000,Petrol,Manual,3,998,67.1,5,18.2
2224,Toyota,Etios Cross 1.4L GD,2016,36681,Diesel,Manual,1,1364,67.06,5,23.59
2225,Mahindra,XUV500 W8 2WD,2014,67000,Diesel,Manual,2,2179,140,7,15.1
2226,Hyundai,Grand i10 AT Asta,2016,18000,Petrol,Automatic,1,1197,82,5,18.9
2227,Ford,Ecosport 1.5 DV5 MT Titanium Optional,2015,56409,Diesel,Manual,1,1498,89.84,5,22.7
2228,Maruti,Ertiga VXI CNG,2016,65263,CNG,Manual,1,1373,80.46,7,17.5
2229,Honda,City i-VTEC CVT ZX,2018,20300,Petrol,Automatic,1,1497,117.3,5,18
2230,Honda,City 1.5 V MT,2010,45008,Petrol,Manual,1,1497,118,5,17
2231,Maruti,Celerio ZXI MT,2017,21799,Petrol,Manual,1,998,67.04,5,23.1
2232,Volkswagen,Vento Petrol Highline,2011,57328,Petrol,Manual,1,1598,103.6,5,15.04
